TAMU Protocol ID	TAMU Protocol	NEMSIS Protocol ID	NEMSIS Protocol	Signs&Symptoms	History	Interventions Standby EMT	Interventions Basic EMT	Interventions Advanced EMT	Interventions Paramedic
PC_08	Narrow Complex Tachycardia - Unstable	9914137	Medical-Pulmonary Edema/CHF	Signs of shock/poor perfusion: AMS, SBP < (70 + 2x age) mmHg3; Rate related chest pain, dyspnea, lethargy, dizziness, palpitations, SOB, diaphoresis, syncope3; Pulmonary Edema3; ECG Findings: QRS < 0.09 seconds3	History of SVT/adenosine use3; History of A-Fib, A-Flutter or WPW3; Congenital heart disease or cardiomyopathy3; Possible medication ingestion: decongestants, diet pills, thyroid meds, Digoxin3; Caffeinated energy drinks3	Oxygen via most appropriate method3	Same as above3	IV/IO access - IO access > 3 kg3; Fluid Bolus - 20 ml/kg - May repeat once3	Synchronized Cardioversion increasing with each subsequent shock - 0.5 J/k - 1 J/k - 2 J/k - 4 J/k3; Consider sedation if patient condition allows3; Ketamine 1 mg/kg IV/IO or 2 mg/kg IM OR Midazolam 0.1 mg/k IV/IO/IM/IN3; Adenosine 0.1 mg/kg RAPID IV/IO followed by 10 ml flush - Max first dose 6 mg - If no conversion, give 0.2 mg/kg RAPID IV/IO followed by 10 ml flush - Max second dose 12 mg3; Amiodarone 5 mg/kg IV/IO over 20 minutes - Max single dose 150 mg - Mix 150 mg in 100 ml NS3
PC_09	Post Resuscitation Management	9914019	Cardiac Arrest-Post Resuscitation Care	Patient with ROSC- return of spontaneous circulation (palpable carotid/radial pulse) AFTER being treated for any non-perfusing rhythm3; ECG Findings: Any perfusing rhythm3	Post cardiac arrest3; Respiratory arrest3	Oxygen via most appropriate method3	Same as above3	IV/IO access - IO access > 3 kg3; Fluid bolus - 20 ml/kg - May repeat once3	Amiodarone infusion 5 mg/kg IV/IO over 20 minutes - Utilize if patient previously received Amiodarone for ventricular rhythms3;  Lidocaine 1 mg/kg IV/IO - If patient did not previously receive antiarrhythmic and converted from a ventricular rhythm WITHOUT bradycardia3; Lidocaine infusion 0.2 – 0.5 mg/min IV/IO - If patient received Lidocaine prior to Return of Spontaneous Circulation (ROSC)3; Norepinephrine (Levophed) 0.1 mcg/kg/min IV infusion for hypotension - Titrate to SBP > 70 mmHg if patient remains hypotensive 5 minutes after fluid bolus3; Dopamine infusion 2 – 12 mcg/kg/min IV/IO - Titrate to SBP > 70 mmHg if patient remains hypotensive 5 minutes after fluid bolus3; Continued Sedation for intubated patient - Ketamine 1 mg/kg IV/IO if patient is hypotensive OR - Midazolam 0.1 mg/kg IV/IO3; Pain management for a conscious and intubated patient3
PC_10	Ventricular Ectopy	9914015	Cardiac Arrest-Pulseless Electrical Activity	Dizziness/Syncope3; Weakness3; Diaphoresis3; SOB/Chest pain3; Six or more PVCs per minute3; Multiform PVCs3; Couplets and Triplets3	PMHx including congenital cardiac disease/Cardiomyopathy3; Known arrhythmia3; Pacer or implanted defibrillator3; Recent infection/Illness3; Overdose/Toxins3; Stimulants ingestion3	Oxygen via most appropriate method - Administer O2 regardless of SOB if PVC are present3	Same as above3	IV/IO access - IO access > 3 kg3; Fluid bolus - 20 ml/kg - May repeat once3	Amiodarone 5 mg/kg IV/IO over 20 min - Max dose 150 mg - Mix 150 mg in 100 ml NS3; Amiodarone infusion 5 mg/kg IV/IO over 20 minutes - Start infusion if successful conversion with Amiodarone - Do not administer if Lidocaine given3; OR Lidocaine 1 mg/kg IV/IO - May repeat x 4 q 5 minutes - Should not be administered if Amiodarone given3; Lidocaine infusion 0.2 – 0.5 mg/min - Start infusion if successful conversion of the rhythm with Lidocaine bolus3; Magnesium Sulfate 25 – 50 mg/kg IV/IO - Torsade’s de Pointes or if rhythm refractory to Lidocaine or Amiodarone - Max dose 2 grams3
PC_11	Ventricular Fibrillation and Pulseless Ventricular Tachycardia	9914017	Cardiac Arrest-Ventricular Fibrillation/ Pulseless Ventricular Tachycardia	Unconscious3; Pulseless3; Apnea or agonal respirations3; Ventricular fibrillation or ventricular tachycardia3; Hypothermia3	Events leading to arrest3; Time of arrest/down time3; PMHx3; Medications3; Suspected overdose3; Possible airway obstruction3; Trauma/Abuse3	CPR - BVM ventilation with 100% O23; AED application3; Refer to Overdose/Poisoning Protocol if suspect ted Opioid overdose3; Supraglottic Airway Device3	Same as above3	Intubation3; IV/IO access - IO access > 3 kg3; Fluid Bolus – warm fluids - 20 ml/kg - May repeat once3	If arrest witnessed by responder, immediate defibrillation3; If arrest not witnessed by responder, provide CPR for 2 minutes before initial defibrillation3; Defibrillation 2 J/kg - Immediately resume CPR3; Epinephrine 1:10,000 0.01 mg/kg IV/IO - Max single does 0.4 mg / Max total dose 1.2 mg - Repeat q 3 – 5 minutes as indicated - EPI 1:1,000 0.1 mg/kg ET ONLY if IV/IO is not established3; Defibrillation 4 J/kg (and all subsequent defibrillations) - Immediately resume CPR3; Amiodarone 5 mg/kg IV/IO - Max single dose 150 mg / Max total dose 300 mg - May repeat after 5 minutes - Should not be administered if Lidocaine given3; OR Lidocaine 1 mg/kg IV/IO - Max single dose 40 mg - May repeat 0.5 mg/kg – Max single dose 20 mg - Should not be administered if Amiodarone given3; Magnesium Sulfate 25 – 50 mg/kg IV/IO - Max single dose 2 grams - If Torsades de Pointes or if refractory to Lidocaine or Amiodarone3; Sodium Bicarbonate 8.4 % 1 mEq/kg IV/IO for known acidosis, TCA overdose or hyperkalemia3; Orogastric or Nasogastric tube placement3
PC_12	Wide Complex Tachycardia - Stable	9914199	Medical-Tachycardia	Systolic BP > (70 + 2x age) mmHg3; Sustained ventricular tachycardia (QRS > 0.09 seconds)3; Conscious/Alert, no AMS3; Rapid pulse/Palpations3; SOB/Chest pain3; Dizzy/Weakness3	PMHx3; Medications3; Congenital heart disease3; Hx palpitations/arrhythmias3; Pacemaker or defibrillator3; Renal failure3	Oxygen via most appropriate method3	Same as above3	IV/IO access - IO access > 3 kg3; Fluid Bolus - 20 ml/kg - May repeat once3	Amiodarone infusion 5 mg/kg IV/IO over 20 minutes - Max single dose 150 mg - Should not be administered if Lidocaine given3; OR Lidocaine 1 mg/kg IV/IO - May repeat x 4 at 0.5 mg/kg q 5 minutes - Should not be administered if Amiodarone given3; Lidocaine infusion 0.2 – 0.5 mg/min IV/IO - Start if successful conversion of the rhythm with lidocaine bolus - Should not be given if Amiodarone given3
PC_13	Wide Complex Tachycardia - Unstable	9914199	Medical-Tachycardia	Systolic BP < (70 + 2x age) mmHg3; Sustained ventricular tachycardia (QRS > 0.09 seconds)3; Unconscious/AMS/Lethargy3; Rapid pulse/Palpations3; SOB/Chest pain3; Dizzy/Weakness3	PMHx3; Medications3; Congenital heart disease3; Hx palpitations/arrhythmias3; Pacemaker or defibrillator3; Renal failure3	Oxygen via most appropriate method3	Same as above3	IV/IO access - IO access > 3 kg3; Fluid Bolus - 20 ml/kg - May repeat once3	Synchronized Cardioversion increasing with each subsequent shock - 0.5 J/kg - 1 J/kg - 2 J/kg - 4 J/kg3; Consider sedation if patient condition allows Ketamine 1 mg/kg IV/IO or 2 mg/kg IM OR Midazolam 0.1 mg/kg IV/IO/IM/IN3; Amiodarone 5 mg/kg IV/IO over 20 minutes - Max single dose 150 mg - Mix 150mg in 100 ml NS3; OR Lidocaine 1 mg/kg IV/IO - May repeat x 4 q 5 minutes - Should not be administered if Amiodarone given3; Lidocaine infusion 0.2 – 0.5 mg/min IV/IO - Start infusion if successful conversion of the rhythm with lidocaine bolus3; Magnesium Sulfate 25 – 50 mg/kg IV/IO - Torsade’s de Pointes or if rhythm refractory to Lidocaine or Amiodarone - Max dose 2 grams3; Sodium Bicarbonate 8.4 % 1 mEq/kg IV/IO for known acidosis, TCA overdose or hyperkalemia3
									
PE_02	Cold Related Emergency	9914023	Environmental-Cold Exposure	Core temperature < 96 degrees F3; Shivering3; Altered mental status3; Cyanosis3; Extreme pain or sensory abnormalities3; Bradycardia3; Hypotension or shock3	Exposure to cold temperatures3; Conditions of exposure: wetness, wind chill, duration3; Immersion3; Susceptible ages, very young and old3; Overdose/Toxins3; Infections/Sepsis3	Remove patient from cold environment3; Obtain core temperature when possible without delaying treatment3; Oxygen via most appropriate method3; Prevent further heat loss3; Rewarming3	Same as above3	IV/IO access - IO access > 3 kg3; Fluid Bolus – warm fluids - 20 ml/kg - May repeat once3	Refer to appropriate protocol for airway management, arrhythmia, AMS, hypotension, trauma3; Refer to seizure protocol for persistent shivering or active seizure3
PE_03	Drowning	9914093	Injury-Drowning/Near Drowning	Dyspnea3; Mental Status Changes3; Decreased or absent vital signs3; Foaming/Vomiting3; Coughing, wheezing, rales, rhonchi, stridor, apnea3	Submersion in water regardless of depth3; Possible trauma incurred in or around the water3; Duration of submersion/immersion3	Remove patient from water if equipped and safe3; Oxygen via most appropriate method as soon as possible3; External warming, if indicated3; Supraglottic airway device3	CPAP 3 – 10 cm H2O3	Intubate3; IV/IO access - IO access > 3 kg3; Tracheal suctioning via ETT3	Consider DSI/RSI3
PE_04	Envenomation – Animal, Insect, Snake	9914079	Injury-Bites and Envenomations-Land	Rash, skin break, wound3; Pain, swelling, redness, bruising3; Evidence of infection3; Dyspnea, wheezing3; Allergic reaction, hives, itching, burning, stinging3; Hypotension or shock3	Type of bite/sting3; Description or photo with patient for identification of animal/insect involved3; Time, location, size if bite/sting3; Previous reaction if applicable3; Domestic vs. wild3; Tetanus and rabies risk3; Immunocompromised patient3	Avoid provider exposure to threat/animal/insect/reptile3; Remove patient from potential3; threat/animal/insect exposure3; Identify animal/insect/spider if possible, without additional exposure.3; Insect or Spider - Remove stinger if appropriate - Immobilize injury and apply ice pack - Remove constricting items/clothing - Apply ice pack for swelling and comfort/pain management3; Snake - Splint limb, bandage and place at level of heart (neither dependent nor elevated if possible) - Minimize movement - Mark margin of swelling/redness and note time - DO NOT apply ice pack, tourniquet, or attempt to remove venom3; Animal/Mammal - Splint limb, bandage, and control hemorrhage - Remove constricting items3; Oxygen via most appropriate method3; Diphenhydramine PO - 25 mg PO if patient > 25 kg3; Zofran PO - 4 mg PO if patient > 8 kg3	Same as above3	IV/IO access - IO access > 3 kg3; Diphenhydramine 1 mg/kg IV/IO - Max dose 25 mg3; Zofran IV/IO - Max 2 mg IV if < 8 kg - Max 4 mg IV/IO/PO if > 8 kg3	Midazolam 0.1 mg/kg IV/IO/IM/IN for local muscle spasms - Max total dose of 2 mg3; Refer to appropriate protocol for active seizures or allergic reactions3; Pain management3
PE_05	Heat Related Emergency	9914027	Environmental-Heat Exposure/Exhaustion	Hyperthermia3; Altered mental status3; Syncopal episode, dizziness, weakness, N/V, tachycardia,3; Sweating or absence of thermal regulation abilities3; Cramping3; Fatigue or exhaustion3; Seizures3	Exposure to increased temperatures and/or high humidity3; Recent exertion or prolonged exposure to environment3; Conditions of exposure: duration, hydration status3; Susceptible ages, very young and very old3; Medication or Drug use/interactions: alcohol, thyroid3; Recent illness or injury3	Remove patient from warm/hot environment3; Obtain core temperature when possible without delaying treatment3; Oxygen via most appropriate method3; Prevent further heat exposure3; External cooling3; Avoid excessive cooling - Do not induce shivering3; Zofran PO - 4 mg PO if patient > 8 kg3	Same as above3	IV/IO access - IO access > 3kg3; Fluid bolus - using room temperature fluid (NO CHILLED or WARM IV fluids) - 20 ml/kg - May repeat once3; Zofran - Max 2 mg IV if < 8 kg - Max 4 mg IV/IO/PO if > 8 kg3	Refer to appropriate protocol for airway management, arrhythmia, AMS, hypotension, trauma3; Refer to seizure protocol for persistent shivering while cooling or active seizure3; If Heat Stroke is suspected, rapid cooling via Cold Water Immersion (CWI) may take precedence over transporting if appropriate resources are available (Ice bath, equipment and adequate personnel) as early cooling decreases morbidity and mortality. - Delayed transport for cooling is at the discretion of the In-Charge Paramedic after all other life-threatening conditions have been assessed and addressed. - Devices which allow for rapid cooling while transporting the patient are encouraged (Polar Life Pod)3
									
PM_02	Abdominal Pain and Vomiting	9914109	Medical-Abdominal Pain	Abdominal pain: constant, intermittent, sharp, dull, cramping, radiation, etc.3; Rebound tenderness, increased pain on palpitation, increased pain on movement (Peritonitis)3; Distention/bloating3; Constipation, diarrhea3; Nausea, vomiting3; Flank pain radiating anteriorly3; Associated symptoms: fever, headache, weakness, malaise, myalgias, cough, dysuria3	Medical Etiology3; Surgical history3; Time of last meal; Last bowl movement/emesis3; Improvement or worsening with BM or emesis3; Duration, changing location3; Family/Friends/Cohabitors with similar symptoms3; Menstrual history3; Travel history3; Blood emesis/diarrhea3; GERD/Acid reflux3; Recent trauma3	Oxygen via most appropriate method3; Zofran 4 mg ODT if patient > 8 kg3; Strict NPO except for medication administration3	Same as above3	IV/IO access - IO access > 3 kg3; Fluid Bolus - 20 ml/kg - May repeat once3; Zofran 2-4 mg ODT/IM/IV/IO - If < 8 kg, maximum dose = 2 mg from all routes of administration - If > 8 kg, maximum dose = 4 mg from all routes of administration3	Promethazine 12.5 mg Slow push/IV Drip3; Pain Management3
PM_03	Aggressive and Violent Behavior	9914053	General-Behavioral/Patient Restraint	Anxiety, agitation, confusion, anger, fear, aggression3; Affect change, hallucinations3; Delusional thoughts, bizarre behavior3; Combative or violent3; Expression of suicidal/homicidal thoughts3; Hyperthermia3; Insensitivity to pain3	Situational crisis3; Psychiatric illness/medications3; Self-injury or threat to others3; Substance abuse/overdose3; Diabetes/medical3; Known violence3; Rage3	Always ensure provider safety, request and stage for law enforcement if indicated3; Remove patient from stimulating or stressful environment if possible3; Utilize verbal de-escalation techniques to reassure/calm the patient3; Oxygen via most appropriate method3; SMR if indicated3; Consider restraint procedure3	Same as above3	IV/IO access - IO access > 3 kg3	Temperature and glucose assessment required for any sedation under this protocol3; Chemical sedation if all other means to calm patient are ineffective - Midazolam 0.1 mg/kg IV/IO/IM/IN - Max dose 5 mg if < 2 years - Max dose 10 mg if > 2 years - May repeat once in 10 minutes ― OR ― - Diazepam 0.2 mg/kg IV/IO/IM OR 0.4 mg/kg PR - Max single dose 2.5 mg - May repeat once in 10 minutes ― OR ― - Lorazepam 0.05 mg/kg IV/IO/IM - Max single dose 1 mg - May repeat once in 10 minutes ― OR ― - Ketamine 0.5 mg/kg IV/IO OR 1 mg/kg IM - May repeat once in 10 minutes3; Continuous ECG, BP, SpO2, and EtCO2 after sedation3
PM_04	Allergic Reaction and Anaphylaxis	9914111	Medical-Allergic Reaction/Anaphylaxis	Rash/redness, urticarial (hives), dermal itching3; Dyspnea, wheezing, stridor3; Difficulty swallowing3; Chest or throat constriction3; Hypotension/shock3; AMS3	Previous history3; Exposure to allergen3; Onset and location3; Recent medication3; Food allergy/exposure/insect sting/envenomation3	Oxygen via the most appropriate method3; Diphenhydramine PO - 25 mg if patient > 25 kg3; DuoNeb (Albuterol 3 mg/Atrovent 0.5 mg) via Nebulizer - Repeat x 2 q 10 minutes3; Epinephrine 1:1,000 0.01 mg/kg IM - Single Max dose 0.3 mg - May repeat x 2 q 5 minutes if indicated3	Same as above3	IV/IO access - IO access > 3 kg3; Fluid Bolus - 20 ml/kg - May repeat once3; Diphenhydramine 1 mg/kg IV/IO/IM - Max 25 mg IM/IV/IO3	Epinephrine 1:1,000 0.01 mg/kg IM - Repeat PRN q 5 minutes3; Methylprednisolone 1 mg/kg IV/IO3; Epinephrine 1:10,000 0.01 mg/kg IV/IO if vascular collapse or imminent arrest - Max dose 0.3 mg3; DSI/RIS3
PM_05	AMS and Unconsciousness	9914113	Medical-Altered Mental Status	Unresponsive or disoriented WITHOUT a clear mechanism3; Decreased mental status or lethargy3; Change in baseline mental status3; Bizarre behavior3; Hypoglycemia (cool, diaphoretic skin)3; Hyperglycemia (warm, dry skin; Kussmaul Respirations, signs of dehydration)3; Irritability3	Recent events3; Past medical history3; Drug or paraphernalia3; Report of drug or toxic ingestion3; Medications3; History of trauma3; Change in condition or medications3	Always ensure safety of the providers, request and stage for law enforcement if indicated3; 0xygen via most appropriate method3; SMR if indicated3; Consider restraint procedure3; Naloxone 0.1 mg/kg IN/IM for respiratory depression if opiate use is suspected - Repeat q 10 minutes PRN - Max single dose 1 mg3	Same as above3	IV/IO access - IO access > 3 kg3; Intubate3	Consider DSI/RSI3
PM_06	Anxiety and Emotional Distress	9914053	General-Behavioral/Patient Restraint	Anxiety, agitation3; Hyperventilation3; Carpopedal spasms3; Tingling around mouth and hands3	Situational crisis3; History of recent traumatic event3; Post-traumatic stress disorder (PTSD)3	Remove patient from stimulation or stressful environment if possible - If hyperventilation is secondary to trauma, pain, hypoxia, etc., move to appropriate protocol3; Utilize verbal de-escalation techniques to reassure/calm the patient3; Provide coached breathing instructions to help decrease ventilations3; Psychological support3; Oxygen via most appropriate method3	Same as above3	IV/IO access - IO access > 3 kg3	Chemical sedation if all other means to calm patient are ineffective - Midazolam 0.1 mg/kg IV/IO/IM/IN - Max dose 5 mg if < 2 years - Max dose 10 mg if > 2 years - May repeat once in 10 minutes ― OR ― - Diazepam 0.2 mg/kg IV/IO/IM OR 0.4 mg/kg PR - Max single dose 2.5 mg - May repeat once in 10 minutes ― OR ― - Lorazepam 0.05 mg/kg IV/IO/IM - Max single dose 1 mg - May repeat once in 10 minutes ― OR ― - Ketamine 0.5 mg/kg IV OR 1 mg/kg IM - May repeat once in 10 minutes3
PM_07	Bleeding – Non-Traumatic	9914083	Injury-Bleeding/ Hemorrhage Control	Hypovolemia secondary to blood loss due to medical etiology3; Massive epistaxis3; Massive hemoptysis3; Bloody or coffee grounds emesis3; Bloody stools or rectal bleeding3; Extensive bruising3	Cancer history3; Anticoagulant use3; Low platelets/platelet disorder3; Hemophilias/clotting disorders3; Abdominal pain, vomiting3	Oxygen via most appropriate method3; Consider Trendelenburg3	Same as above3	IV/IO access - IO access > 3 kg3; Fluid bolus - 20 ml/kg - May repeat once3; Secondary Vascular Access3	Pain Management3
PM_08	Dehydration	9914029	Environmental-Heat Stroke/Hyperthermia	Poor skin turgor3; Dry mucous membranes3; Dizziness, weakness3; Tachycardia3; Compensated or uncompensated hypovolemia3; Oliguria- decreased urine output3	Recent illness, fever3; Poor nutrition3; Anorexia3; ETOH Abuse3; Excessive exercise/exertion3; Prolonged nausea, vomiting, and/or diarrhea3	Oxygen via most appropriate method3; Zofran PO - 4 mg if patient > 8 kg3	Same as above3	IV/IO access - IO access > 3 kg3; Zofran 2 – 4 mg IV/IO - 2 mg if < 8 kg - 4 mg if > 8 kg3; Fluid Bolus - 20 ml/kg - May repeat once3	Refer to appropriate protocol to address symptoms3
PM_09	Diabetic Hyperglycemia	9914121	Medical-Hyperglycemia	BGL > 250 mg/dL with symptomatic presentation3; Altered Mental Status3; Tachypnea- Kussmaul respirations3; Tachycardia3; Abdominal pain, N/V3; Hypotension3; Dehydration (polyuria, polyphagia, polydipsia)3; Diaphoresis3	Known history3; New onset3; Medications3; Last meal/dietary indiscretion3	Oxygen via most appropriate method3; Zofran PO - 4 mg if patient > 8 kg3	Same as above3	IV/IO access - IO access > 3 kg3; Fluid Bolus - 20 ml/kg - May repeat once3; Zofran 2 – 4 mg - 2 mg if < 8 kg - 4 mg if > 8 kg3	Refer to appropriate protocol to address symptoms3
PM_10	Diabetic Hypoglycemia	9914125	Medical-Hypoglycemia/Diabetic Emergency	BGL < 60 mg/dL with symptomatic presentation3; BGL < 40 mg/dL in Neonates3; Altered mental status3; Tremors3; Weakness3; N/V3; Intense hunger3; Diaphoresis3; Malnourishment3; Hypothermia3	Known history3; New onset3; Medications: excessive insulin use/abuse3; Absence of recent meal3; Malnutrition3	Oxygen via most appropriate method3; Oral glucose 7.5 - 15 g PO - May repeat x 2 q 10 minutes until BGL > 60 mg/dL - Only for patients with intact gag reflex who can swallow and are able to follow commands3	Same as above3	IV/IO access - IO access > 3 kg3; D10W 2.5 ml/kg IV/IO - Repeat as needed to maintain adequate mental status and/or BGL > 60 mg/dL - Preferred for Neonates, repeat to maintain BLG > 40 mg/dL3; D50% 0.5 g/kg IV/IO if > 10 kg - May be repeated once after 10 minutes if symptoms persist3; D25% 0.5 g/kg IV/IO for infants < 10 kg - May be repeated once after 5 minutes if symptoms persist3; Thiamine 25 mg IV/IO/IM - Prior to Dextros administration ONLY if Thiamine deficiency is known/suspected or the patient3; presents with chronic malnutrition3	Glucagon IM if unable to obtain IV/IO access - 0.5 mg IM if < 20 kg - 1 mg IM > 20 kg3
PM_11	Dystonic Reaction	9914109	Medical-Abdominal Pain	Protrusion of the tongue3; Twisted neck or facial spasms3; Roving or deviated gaze3; Abdominal rigidity or pain3; Spasm of the entire body3; Twitching3	Recent ingestion of phenothiazine, fluphenazines, other neuroleptics or related drugs such as antipsychotics3; Known dystonic reaction or tardive dyskinesia3; Recent change or increase in neuroleptic medication3	Oxygen via most appropriate method3; Diphenhydramine PO - 25 mg if patient > 25 kg3	Same as above3	IV/IO access - IO access > 3 kg3; Diphenhydramine 1 mg/kg IV/IO - Max dose 25 mg3	Midazolam 0.1 mg/kg IV/IO/IM/IN - Max dose 5 mg if < 2 years - Max dose 10 mg if > 2 years - May repeat once in 10 minutes ― OR ― 3; Lorazepam 0.05 mg/kg IV/IO/IM - Max single dose 1 mg - May repeat once in 10 minutes3
PM_12	Fever	9914061	General-Fever	Altered mental status3; Weakness3; Temperature > 101 farenheit3; Warm, flushed, sweaty3; Chills/rigors3; Associated symptoms: flue like symptoms, myalgia, cough, chest pain, throat pain, headache, dysuria, abdominal pain, rash,3; Redness around infection sight/wound3	Evidence of determinable source for sepsis3; Duration and severity3; Immunocompromised (transplant, HIV, diabetes, cancer)3; Last intake of acetaminophen or ibuprofen3; Recent history of infection3	Appropriate PPE3; Oxygen via most appropriate method3; Acetaminophen 15 mg/kg PO if patient is awake and oriented without N/V3; Ibuprofen 200 mg if > 20 kg3; External cooling3	Same as above3	IV/IO access - IO access > 3 kg3; Acetaminophen 15 mg/kg PR3; Fluid Bolus - 20 ml/kg - May repeat once3	Pain managemen3; Hypotension should be treated under Shock/Hypotension Non-Traumatic or Sepsis Protocol if screening criteria is met3
PM_13	Overdose / Poisoning	9914135	General-Overdose/Poisoning/Toxic Ingestion	Lethargy3; AMS3; Hypotension/hypertension3; Decreased respiratory rate3; Tachycardia, bradycardia, dysrhythmias3; Seizures3; Combative3; Unresponsive3; S.L.U.D.G.E / D.U.M.B.B.E.L.S3	Known or suspected illicit drugs or alcohol use3; Ingestion or injection of medication whether intentional or accidental3; Ingestion, inhalation or absorption of potentially harmful non-pharmaceutical substances3; Availability/access to medication/toxins/chemicals3; Quantity and duration of exposure3; Time of ingestion/exposure3; Route of exposure3; Multiple victims3	Always ensure provider safety, request and stage for law enforcement or fire department if indicated (HAZMAT, aggressive/violent individuals)3; Oxygen via most appropriate method - Carbon monoxide poisoning: utilize NRB or BVM with high flow oxygen3; Naloxone 0.1 mg/kg IN/IM for respiratory depression if opiate use is suspected - Max single dose 1 mg3	CPAP 3-10 cmH 2 O - Suspected Carbon monoxide poisoning3	IV/IO access - IO access > 3 kg3; Fluid bolus - 20 ml/kg - May repeat once3; Intubate3	Consider pacing for unstable bradycardic patients: see Bradycardia protocol.3; Refer to Aggressive/Violent Behavior protocol if all other means to calm patient are ineffective3; Consider DSI/RSI3; Carbon monoxide poisoning - SpCO > 15% or with exposure and pertinent S/S - Oxygen via NRB or CPAP despite saturation3; Sympathomimetic overdose: Cocaine, PCP, Methamphetamine - Midazolam 0.1 mg/kg IV/IO/IM/IN, Max dose of 5 mg if < 2 years, Max dose of 10 mg if > 2 years, May repeat once in 10 minutes, - Diazepam 0.2 mg/kg IV/IO OR 0.4 mg/kg PR, Max single dose 2.5 mg, May repeat once after 10 minutes, - Lorazepam 0.05 mg IV/IO, Max single dose 1 mg, Repeat once after 5 minutes,3; Organophosphate poisoning or Nerve Agent with parasympathetic symptoms - Atropine 0.02 mg/kg IV/IO, Repeat q 5 minutes until symptom (bradycardia) resolves3; Beta blocker overdose: - Glucagon, 0.5 mg IM if < 20 kg, 1 mg IM if > 20 kg3; Calcium channel blocker overdose: - Calcium chloride 20 mg/kg SLOW IV/IO, Repeat once after 10 minutes PRN3; Tricyclic antidepressant (TCA) overdose with QRS > 0.12 seconds, hypotension, seizures, or AMS: - Sodium bicarbonate 8.4% 0.5 mEq/kg SLOW IV/IO, Infant < 1 year receive 4.2% Sodium Bicarb3; Ethylene glycol ingestion (antifreeze, automotive fluids, solvents, paints, cosmetics) - Airway management is priority to reduce risk of aspiration. - Sodium bicarbonate 0.5 mEq/kg SLOW IV/IO if patient appears very ill, Infant < 1 year receive 4.2% Sodium Bicarb3; Chlorine, Nitrogen Dioxide or Phosgene gas exposure - Wheezing present- nebulized 8.4% Sodium Bicarb (2cc in 2ml NS) with DuoNeb treatment - No wheezing- nebulized 8.4% Sodium Bicarb (2cc in 2ml NS) - May repeat once after 20 min3; Hypotension due to overdose/toxins - Dopamine 2-20 mcg/kg/min IV/IO - Administer if patient remains hypotensive after 20 ml/kg NS bolus - Titrate to sustain SBP > (70 + 2x age) mmHg3
PM_14	Seizure	9914141	Medical-Seizure	Grand Mal, Petite, Focal seizure3; Tonic/Clonic convulsions3; Visual changes or aura3; Decreased or altered mental status3; Lethargic3; Postictal state3; Incontinence3; Unconsciousness3; Oral trauma from biting tongue3	History of seizures/epilepsy3; Observed seizure activity by bystander3; Head trauma3; New onset3; Onset, duration, number of seizures (back to back)3; Lucid interval3	Protect patient from potential hazards and objects during active seizure3; SMR if indicated3; Oxygen via most appropriate method3; External cooling if febrile3; Acetaminophen 15 mg/kg PO if patient is awake and oriented without N/V3; Ibuprofen PO - 200 mg if > 20 kg3	Same as above3	IV/IO access - IO access > 3 kg3; Acetaminophen 15 mg/kg PR	Diazepam 0.2 mg/kg IV/IO/IM/PR - Max single dose 2.5 mg - May repeat once ― OR ― Midazolam 0.1 mg/kg IV/IO/IM/IN - Max dose 5 mg if < 2 years - Max dose 10 mg if > 2 years - May repeat once ― OR ― Lorazepam 0.05 mg/kg IV/IO/IM - Max single dose 1 mg - May repeat once3; DSI/RSI procedure for status epilepticus3
PM_15	Sepsis	9914035	Exposure-Biological/Infectious	Decreased perfusion, hypotension SBP < (70 + 2x age) mmHg3; Tachycardia3; Altered mental status3; Weakness3; Hypo/Hyperthermic3; Warm, flushed, sweaty3; Chills/rigors3; Associated symptoms: flu like symptoms, myalgia, cough, chest pain, throat pain, headache, dysuria, abdominal pain, rash,3; Redness around infection sight/wound	Evidence of determinable source for sepsis3; Duration and severity3; Immunocompromised (transplant, HIV, diabetes, cancer)3; Last intake of acetaminophen or ibuprofen3; Recent history of infection3; Recent hospitalization3; Bedridden or immobile3	Appropriate PPE3; Oxygen via most appropriate method3; Sepsis Screening3; Acetaminophen 15 mg/kg PO if no N/V3; Ibuprofen 200 mg if > 20 kg3; External cooling3	Same as above3	IV/IO access - IO access > 3 kg3; Acetaminophen 15 mg/kg PR3; Fluid Bolus - 20 ml/kg - May repeat once3; Secondary Vascular Access3	Norepinephrine (Levophed) 0.1 mcg/kg/min IV/IO infusion for distributive (septic) shock. - Administer if patient remains hypotensive after 80 ml/kg NS - Titrate to 2.0 mcg/kg/min to maintain SBP > (70 + 2x age) mmHg - Do not administer vasopressors for hypovolemic shock3; Dopamine 2-12 mcg/kg/min IV/IO if refractory - Administer if patient remains hypotensive following Norepinephrine - Titrate to sustain SBP > (70 + 2x age) mmHg3
									
